Time Stamp,CPU0 (0x14e4) [FW 4.98.23.71],CPU0 CORES CORE0 Temp,CPU0 CORES CORE1 Temp,CPU0 CORES CORE2 Temp,CPU0 CORES CORE3 Temp,CPU0 CORES CORE4 Temp,CPU0 CORES CORE5 Temp,CPU0 CORES CORE6 Temp,CPU0 CORES CORE7 Temp,CPU0 CORES CORE8 Temp,CPU0 CORES CORE9 Temp,CPU0 CORES CORE10 Temp,CPU0 CORES CORE11 Temp,CPU0 CORES CORE12 Temp,CPU0 CORES CORE13 Temp,CPU0 CORES CORE14 Temp,CPU0 CORES CORE15 Temp,CPU0 CORES CORE0 Freq Eff,CPU0 CORES CORE1 Freq Eff,CPU0 CORES CORE2 Freq Eff,CPU0 CORES CORE3 Freq Eff,CPU0 CORES CORE4 Freq Eff,CPU0 CORES CORE5 Freq Eff,CPU0 CORES CORE6 Freq Eff,CPU0 CORES CORE7 Freq Eff,CPU0 CORES CORE8 Freq Eff,CPU0 CORES CORE9 Freq Eff,CPU0 CORES CORE10 Freq Eff,CPU0 CORES CORE11 Freq Eff,CPU0 CORES CORE12 Freq Eff,CPU0 CORES CORE13 Freq Eff,CPU0 CORES CORE14 Freq Eff,CPU0 CORES CORE15 Freq Eff,CPU0 CORES CORE0 C0,CPU0 CORES CORE1 C0,CPU0 CORES CORE2 C0,CPU0 CORES CORE3 C0,CPU0 CORES CORE4 C0,CPU0 CORES CORE5 C0,CPU0 CORES CORE6 C0,CPU0 CORES CORE7 C0,CPU0 CORES CORE8 C0,CPU0 CORES CORE9 C0,CPU0 CORES CORE10 C0,CPU0 CORES CORE11 C0,CPU0 CORES CORE12 C0,CPU0 CORES CORE13 C0,CPU0 CORES CORE14 C0,CPU0 CORES CORE15 C0,CPU0 CORES CORE0 CC1,CPU0 CORES CORE1 CC1,CPU0 CORES CORE2 CC1,CPU0 CORES CORE3 CC1,CPU0 CORES CORE4 CC1,CPU0 CORES CORE5 CC1,CPU0 CORES CORE6 CC1,CPU0 CORES CORE7 CC1,CPU0 CORES CORE8 CC1,CPU0 CORES CORE9 CC1,CPU0 CORES CORE10 CC1,CPU0 CORES CORE11 CC1,CPU0 CORES CORE12 CC1,CPU0 CORES CORE13 CC1,CPU0 CORES CORE14 CC1,CPU0 CORES CORE15 CC1,CPU0 CORES CORE0 CC6,CPU0 CORES CORE1 CC6,CPU0 CORES CORE2 CC6,CPU0 CORES CORE3 CC6,CPU0 CORES CORE4 CC6,CPU0 CORES CORE5 CC6,CPU0 CORES CORE6 CC6,CPU0 CORES CORE7 CC6,CPU0 CORES CORE8 CC6,CPU0 CORES CORE9 CC6,CPU0 CORES CORE10 CC6,CPU0 CORES CORE11 CC6,CPU0 CORES CORE12 CC6,CPU0 CORES CORE13 CC6,CPU0 CORES CORE14 CC6,CPU0 CORES CORE15 CC6,CPU0 CORES CORE0 OS PState,CPU0 CORES CORE1 OS PState,CPU0 CORES CORE2 OS PState,CPU0 CORES CORE3 OS PState,CPU0 CORES CORE4 OS PState,CPU0 CORES CORE5 OS PState,CPU0 CORES CORE6 OS PState,CPU0 CORES CORE7 OS PState,CPU0 CORES CORE8 OS PState,CPU0 CORES CORE9 OS PState,CPU0 CORES CORE10 OS PState,CPU0 CORES CORE11 OS PState,CPU0 CORES CORE12 OS PState,CPU0 CORES CORE13 OS PState,CPU0 CORES CORE14 OS PState,CPU0 CORES CORE15 OS PState,CPU0 CORES CORE0 CPPC MAX Freq,CPU0 CORES CORE1 CPPC MAX Freq,CPU0 CORES CORE2 CPPC MAX Freq,CPU0 CORES CORE3 CPPC MAX Freq,CPU0 CORES CORE4 CPPC MAX Freq,CPU0 CORES CORE5 CPPC MAX Freq,CPU0 CORES CORE6 CPPC MAX Freq,CPU0 CORES CORE7 CPPC MAX Freq,CPU0 CORES CORE8 CPPC MAX Freq,CPU0 CORES CORE9 CPPC MAX Freq,CPU0 CORES CORE10 CPPC MAX Freq,CPU0 CORES CORE11 CPPC MAX Freq,CPU0 CORES CORE12 CPPC MAX Freq,CPU0 CORES CORE13 CPPC MAX Freq,CPU0 CORES CORE14 CPPC MAX Freq,CPU0 CORES CORE15 CPPC MAX Freq,CPU0 CORES CORE0 CPPC MIN Freq,CPU0 CORES CORE1 CPPC MIN Freq,CPU0 CORES CORE2 CPPC MIN Freq,CPU0 CORES CORE3 CPPC MIN Freq,CPU0 CORES CORE4 CPPC MIN Freq,CPU0 CORES CORE5 CPPC MIN Freq,CPU0 CORES CORE6 CPPC MIN Freq,CPU0 CORES CORE7 CPPC MIN Freq,CPU0 CORES CORE8 CPPC MIN Freq,CPU0 CORES CORE9 CPPC MIN Freq,CPU0 CORES CORE10 CPPC MIN Freq,CPU0 CORES CORE11 CPPC MIN Freq,CPU0 CORES CORE12 CPPC MIN Freq,CPU0 CORES CORE13 CPPC MIN Freq,CPU0 CORES CORE14 CPPC MIN Freq,CPU0 CORES CORE15 CPPC MIN Freq,CPU0 INFRASTRUCTURE Limit STAPM,CPU0 INFRASTRUCTURE Value STAPM,CPU0 INFRASTRUCTURE Limit PPT FAST,CPU0 INFRASTRUCTURE Value PPT FAST,CPU0 INFRASTRUCTURE Limit PPT SLOW,CPU0 INFRASTRUCTURE Value PPT SLOW,CPU0 INFRASTRUCTURE Limit PPT APU ONLY,CPU0 INFRASTRUCTURE Value PPT APU ONLY,CPU0 INFRASTRUCTURE Limit TDC,CPU0 INFRASTRUCTURE Value TDC,CPU0 INFRASTRUCTURE Limit THM,CPU0 INFRASTRUCTURE Value THM,CPU0 INFRASTRUCTURE Limit STT APU,CPU0 INFRASTRUCTURE Value STT APU,CPU0 INFRASTRUCTURE Limit STT HS2,CPU0 INFRASTRUCTURE Value STT HS2,CPU0 Power Correlation SOCKET Power,CPU0 SVI Set Voltage VDDCR_VDD,CPU0 SVI Telemetry Voltage VDDCR_VDD,CPU0 SVI Telemetry Current VDDCR_VDD,CPU0 SVI Telemetry Power VDDCR_VDD,CPU0 SVI Telemetry Temp VDDCR_VDD,CPU0 SVI Set Voltage VDDCR_SOC,CPU0 SVI Telemetry Voltage VDDCR_SOC,CPU0 SVI Telemetry Current VDDCR_SOC,CPU0 SVI Telemetry Power VDDCR_SOC,CPU0 SVI Telemetry Temp VDDCR_SOC,CPU0 SVI Set Voltage VDD_MISC,CPU0 SVI Telemetry Voltage VDD_MISC,CPU0 SVI Telemetry Current VDD_MISC,CPU0 SVI Telemetry Power VDD_MISC,CPU0 SVI Telemetry Temp VDD_MISC,CPU0 EDC EDC Limit,CPU0 EDC Peak Telemetry Current,CPU0 EDC PCC Limit,CPU0 EDC PCC Residency,CPU0 GFX GFX Temp,CPU0 GFX GFX Freq Eff,CPU0 GFX GFX Busy,CPU0 GFX GFX GFXOFF,CPU0 GMI BER GMI0 Master Threhold,CPU0 GMI BER GMI1 Master Threhold,CPU0 GMI BER GMI0 Slave Threhold,CPU0 GMI BER GMI1 Slave Threhold,CPU0 GMI BER GMI0 Master Accumulator,CPU0 GMI BER GMI1 Master Accumulator,CPU0 GMI BER GMI0 Slave Accumulator,CPU0 GMI BER GMI1 Slave Accumulator,CPU0 MISC VRHOT Residency,CPU0 MISC PROCHOT Residency,CPU0 MISC PC6 Residency All CCXs,CPU0 MISC PC6 Residency CCX0,CPU0 MISC PC6 Residency CCX1,CPU0 MISC VDD OFF Residency,CPU0 MISC S0i3 with GFX On Count,CPU0 MISC S0i3 All Cycles Count,CPU0 MISC dGPU Power,CPU0 MISC dGPU PDG Request,CPU0 MISC Power Source,CPU0 MISC STAPM Time Constant,CPU0 MISC Slow PPT Time Constant,
--[ 16.09.2025 14:26:59.752 ] --,CPU0 (0x14e4),81.612,87.554,83.717,90.685,83.925,91.414,83.188,89.576,81.102,80.713,83.074,84.960,83.742,84.236,82.460,82.798,3.554,3.554,3.554,3.554,3.554,3.554,3.554,3.554,3.652,3.652,3.652,3.652,3.652,3.652,3.652,3.652,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,48.624,195.000,133.312,162.000,133.734,85.000,0.000,140.000,139.999,100.000,91.416,0.000,0.000,0.000,0.000,133.297,0.832,0.793,139.978,111.077,82.000,0.955,0.946,8.818,8.338,48.000,1.100,1.100,6.956,7.651,54.011,176.000,181.250,212.000,0.00,73.357,4.64,0.38,98.70,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:27:00.760 ] --,CPU0 (0x14e4),81.697,87.449,83.711,90.621,84.066,91.367,83.336,89.528,80.982,80.824,83.105,85.036,83.863,84.427,82.551,82.963,3.560,3.560,3.560,3.560,3.560,3.560,3.560,3.560,3.657,3.657,3.657,3.657,3.657,3.657,3.657,3.657,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,48.793,195.000,133.402,162.000,133.725,85.000,0.000,140.000,140.002,100.000,91.368,0.000,0.000,0.000,0.000,133.398,0.834,0.794,140.008,111.246,82.000,0.955,0.946,8.800,8.320,48.000,1.100,1.100,6.908,7.598,54.003,176.000,179.500,212.000,0.00,73.303,5.44,0.50,97.77,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:27:01.768 ] --,CPU0 (0x14e4),81.668,87.587,83.537,90.730,83.827,91.468,83.193,89.625,80.917,80.794,83.078,85.093,83.789,84.339,82.491,82.914,3.563,3.563,3.563,3.563,3.563,3.563,3.563,3.563,3.661,3.659,3.661,3.661,3.661,3.661,3.661,3.661,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.447,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,48.961,195.000,133.462,162.000,133.717,85.000,0.000,140.000,140.008,100.000,91.468,0.000,0.000,0.000,0.000,133.470,0.834,0.795,140.017,111.326,82.000,0.955,0.946,8.800,8.321,48.000,1.100,1.100,6.896,7.585,54.000,176.000,181.750,212.000,0.00,73.325,4.74,0.35,98.72,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:27:02.778 ] --,CPU0 (0x14e4),81.739,88.026,84.079,91.297,84.287,92.090,83.628,90.187,79.894,80.611,83.134,84.660,84.121,84.465,82.666,83.179,3.560,3.560,3.560,3.560,3.560,3.560,3.560,3.560,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,49.131,195.000,135.022,162.000,133.723,85.000,0.000,140.000,139.987,100.000,92.090,0.000,0.000,0.000,0.000,135.026,0.840,0.801,139.986,112.308,82.000,0.955,0.945,8.984,8.493,48.000,1.100,1.100,7.188,7.906,54.129,176.000,185.250,212.000,0.00,73.327,21.40,1.92,89.43,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:27:03.787 ] --,CPU0 (0x14e4),82.049,88.160,84.154,91.419,84.430,92.168,83.706,90.264,81.217,80.264,83.480,83.885,84.180,83.753,82.688,82.621,3.586,3.586,3.586,3.586,3.586,3.586,3.586,3.586,3.687,3.687,3.687,3.687,3.687,3.687,3.687,3.687,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.447,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,49.303,195.000,134.166,162.000,133.765,85.000,0.000,140.000,140.002,100.000,92.168,0.000,0.000,0.000,0.000,134.163,0.837,0.798,139.996,111.775,82.000,0.955,0.945,8.881,8.395,48.000,1.100,1.100,6.915,7.605,54.019,176.000,184.250,212.000,0.00,73.399,4.43,0.41,98.73,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:27:04.796 ] --,CPU0 (0x14e4),82.123,88.146,84.278,91.449,84.492,92.168,83.804,90.112,81.454,80.377,83.454,83.963,83.947,83.836,82.642,82.700,3.585,3.585,3.585,3.585,3.585,3.585,3.585,3.585,3.685,3.685,3.685,3.685,3.685,3.685,3.685,3.685,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,49.474,195.000,134.324,162.000,133.784,85.000,0.000,140.000,140.000,100.000,92.169,0.000,0.000,0.000,0.000,134.326,0.838,0.799,140.001,111.879,82.000,0.955,0.945,8.911,8.424,48.000,1.100,1.100,6.947,7.640,54.002,176.000,181.750,212.000,0.00,73.370,6.85,0.74,97.10,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:27:05.805 ] --,CPU0 (0x14e4),82.073,88.025,84.105,91.226,84.360,92.000,83.622,90.104,81.422,80.189,83.404,84.015,84.187,83.969,82.821,82.891,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.667,3.665,3.667,3.667,3.667,3.667,3.667,3.667,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,49.644,195.000,133.852,162.000,133.804,85.000,0.000,140.000,140.006,100.000,92.001,0.000,0.000,0.000,0.000,133.841,0.836,0.797,139.999,111.601,82.000,0.955,0.946,8.846,8.365,48.000,1.100,1.100,6.921,7.612,54.003,176.000,190.250,212.000,0.00,73.358,8.84,1.17,96.06,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:27:06.806 ] --,CPU0 (0x14e4),81.922,87.949,83.963,91.151,84.163,91.891,83.617,90.043,80.872,80.337,83.645,84.084,84.387,84.069,82.719,82.939,3.570,3.570,3.570,3.570,3.570,3.570,3.570,3.570,3.669,3.669,3.669,3.669,3.669,3.669,3.669,3.669,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,49.813,195.000,133.830,162.000,133.808,85.000,0.000,140.000,140.005,100.000,91.893,0.000,0.000,0.000,0.000,133.839,0.836,0.796,140.017,111.569,82.000,0.955,0.945,8.852,8.370,48.000,1.100,1.100,6.937,7.630,54.000,176.000,179.500,212.000,0.00,73.310,6.53,0.69,97.42,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:27:07.816 ] --,CPU0 (0x14e4),81.847,87.843,83.904,91.014,84.119,91.779,83.664,89.906,80.525,80.419,83.818,84.085,84.264,83.948,82.427,82.668,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3.675,3.675,3.675,3.675,3.675,3.675,3.675,3.675,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,49.979,195.000,133.570,162.000,133.808,85.000,0.000,140.000,139.991,100.000,91.780,0.000,0.000,0.000,0.000,133.633,0.835,0.796,140.044,111.464,82.000,0.955,0.946,8.811,8.332,48.000,1.100,1.100,6.870,7.556,54.000,176.000,185.750,212.000,0.00,73.286,1.75,0.24,99.22,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:27:08.824 ] --,CPU0 (0x14e4),81.830,87.770,83.853,90.947,84.056,91.736,83.607,89.837,80.468,80.392,83.771,84.028,84.149,83.931,82.339,82.695,3.572,3.572,3.572,3.572,3.572,3.572,3.572,3.572,3.670,3.670,3.670,3.670,3.670,3.670,3.670,3.670,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,50.145,195.000,133.535,162.000,133.805,85.000,0.000,140.000,139.982,100.000,91.737,0.000,0.000,0.000,0.000,133.489,0.834,0.795,139.946,111.299,82.000,0.955,0.946,8.814,8.333,48.000,1.100,1.100,6.892,7.580,54.000,176.000,172.500,212.000,0.00,73.304,3.50,0.24,98.73,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:27:09.834 ] --,CPU0 (0x14e4),81.924,87.812,83.895,90.985,84.200,91.751,83.666,89.891,80.495,80.354,83.876,84.035,84.227,83.944,82.400,82.786,3.571,3.571,3.571,3.571,3.571,3.571,3.571,3.571,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,50.310,195.000,133.615,162.000,133.800,85.000,0.000,140.000,140.002,100.000,91.751,0.000,0.000,0.000,0.000,133.613,0.835,0.796,140.000,111.429,82.000,0.955,0.945,8.818,8.337,48.000,1.100,1.100,6.887,7.574,54.000,176.000,176.750,212.000,0.00,73.313,5.73,0.63,98.07,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:27:10.844 ] --,CPU0 (0x14e4),81.936,87.695,83.936,90.836,84.180,91.607,83.613,89.815,80.596,80.398,83.582,84.060,84.078,83.902,82.260,82.749,3.567,3.567,3.567,3.567,3.567,3.567,3.567,3.567,3.666,3.666,3.666,3.666,3.666,3.666,3.666,3.666,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,50.475,195.000,133.413,162.000,133.796,85.000,0.000,140.000,140.002,100.000,91.607,0.000,0.000,0.000,0.000,133.449,0.834,0.795,140.022,111.309,82.000,0.955,0.946,8.797,8.319,48.000,1.100,1.100,6.882,7.570,54.000,176.000,186.250,212.000,0.00,73.341,4.99,0.51,98.15,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
