Iteration,Date,Timestamp,1:GPU State,1:RTD3 Enabled,1:RTD3 Support Type,1:GC6 Enabled,1:Total Time In GC6 (ms),1:GC6 Average Entry Latency (ms),1:GC6 Average Exit Latency (ms),1:GC6 Transition Count,1:Not Enter GC6 Reason,1:GC-OFF Enabled,1:Total Time In GCOFF (ms),1:GCOFF Average Entry Latency (ms),1:GCOFF Average Exit Latency (ms),1:GCOFF Transition Count,1:Not Enter GCOFF Reason,1:Temperature GPU (C),1:Temperature Memory (C),1:Target Temperature (C),1:GPC Clock (MHz),1:Memory Clock (MHz),1:GPC Slowdown Factor (%),1:GPU Utilization (%),1:FB Utilization (%),1:Video Utilization (%),1:P-State,1:Capping Reason,1:D-Notifier Limit,1:GPU Power Sample Timestamp (ns),1:TGP (W),1:NVVDD Power (W),1:FBVDD Power (W),1:Total System Power (W),1:TSP Rail Current (A),1:TSP Rail Voltage (V),1:TSP Rail Energy (J),CPU Power Sample Timestamp (us),CPU TDP (W),1:TPP Measured (W),1:NVVDD Voltage (uV),1:GPU Boost Limit (mW),1:PPAB State,1:AC Target TPP Limit (mW),1:AC Default GPU Limit (mW),1:AC Max GPU Limit (mW),1:AC Min GPU Limit (mW),1:AC Configurable TGP Offset (mW),1:AC Max GPU Offset (mW),1:AC Min GPU Offset (mW),1:AC Target TPP Offset (mW),1:DC Target TPP Limit (mW),1:DC CPU TDP Limit (mW),1:DC Default GPU Limit (mW),1:DC Max GPU Limit (mW),1:DC Min GPU Limit (mW),1:DC ROS Reserve Override (mW),1:Current Long Timescale Battery Current Limit (mA),1:Current Short Timescale Battery Current Limit (mA),Power Supply Mode,Battery Charge Level (%),Remaining Capacity (mWh),Voltage (mV),Current (mA),Drain Rate (mW),CPU Clock (MHz),CPU Utilization (%),CPU Temperature (C),CPU PROCHOT Asserted,CPU Thermal Throttling,CPU Thermal Limit (C),CPU PL1 (W),CPU PL2 (W),1:PCIE GPU Link Width (lanes),1:PCIE GPU Speed (Gen),1:PCIE GPU L0s,1:PCIE GPU L1,1:PCIE Root Link Width (lanes),1:PCIE Root Speed (Gen),1:PCIE Root L0s,1:PCIE Root L1,1:GPU Correctable Error,1:GPU Non Fatal Error,1:GPU Fatal Error,1:GPU Unsupport Request,1:Root Correctable Error,1:Root Non Fatal Error,1:Root Fatal Error,1:Root Unsupport Request,1:BB2 Enabled,1:BB2 Target TPP (mW),1:WM2 Platform Enabled,1:WM2 Driver Enabled,1:Sound Pressure Level,1:WM2 Update Event Count,1:Tband0 Current Index,1:Tband0 Current Tempearature (C),1:Tband1 Current Index,1:Tband1 Current Tempearature (C),1:Tband2 Current Index,1:Tband2 Current Tempearature (C),1:Tband3 Current Index,1:Tband3 Current Tempearature (C),1:Tband4 Current Index,1:Tband4 Current Tempearature (C),1:Tband5 Current Index,1:Tband5 Current Tempearature (C),1:Tband6 Current Index,1:Tband6 Current Tempearature (C),1:Tband7 Current Index,1:Tband7 Current Tempearature (C),1:DB-DC Rest of System Power (mW),1:DB-DC Battery Current Limit (mA),1:Gsync VRR Enabled,1:Platform Thermal Sensor 0 Limit (C),1:Platform Thermal Sensor 0 Tempearature (C),1:Platform Thermal Sensor 1 Limit (C),1:Platform Thermal Sensor 1 Tempearature (C),1:Platform Thermal Sensor 2 Limit (C),1:Platform Thermal Sensor 2 Tempearature (C),1:Platform Thermal Sensor 3 Limit (C),1:Platform Thermal Sensor 3 Tempearature (C),1:Platform Thermal Sensor 4 Limit (C),1:Platform Thermal Sensor 4 Tempearature (C),1:Platform Thermal Sensor 5 Limit (C),1:Platform Thermal Sensor 5 Tempearature (C),1:Platform Thermal Sensor 6 Limit (C),1:Platform Thermal Sensor 6 Tempearature (C),1:Platform Thermal Sensor 7 Limit (C),1:Platform Thermal Sensor 7 Tempearature (C),1:Platform Thermal Sensor 8 Limit (C),1:Platform Thermal Sensor 8 Tempearature (C),1:Platform Thermal Sensor 9 Limit (C),1:Platform Thermal Sensor 9 Tempearature (C),1:Platform Thermal Sensor 10 Limit (C),1:Platform Thermal Sensor 10 Tempearature (C),1:Platform Thermal Sensor 11 Limit (C),1:Platform Thermal Sensor 11 Tempearature (C),1:Platform Thermal Sensor 12 Limit (C),1:Platform Thermal Sensor 12 Tempearature (C),1:Platform Thermal Sensor 13 Limit (C),1:Platform Thermal Sensor 13 Tempearature (C),1:Platform Thermal Sensor 14 Limit (C),1:Platform Thermal Sensor 14 Tempearature (C),1:Platform Thermal Sensor 15 Limit (C),1:Platform Thermal Sensor 15 Tempearature (C)
868,2025/02/17,22:58:48:695,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,73.03,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,878026203904,174.46,129.94,11.85,0.35,0.02,16.13,387.60,956496844,11.96,186.42,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2711,2.10,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
869,2025/02/17,22:58:49:703,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.75,70.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,879029028288,174.53,129.98,11.90,0.35,0.02,16.12,387.96,957499554,11.78,186.31,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2549,2.15,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
870,2025/02/17,22:58:50:719,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.75,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,880043411872,174.11,128.54,12.94,0.35,0.02,16.12,388.32,958513947,11.61,185.71,745000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2553,2.11,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
871,2025/02/17,22:58:51:721,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.47,72.00,87.00,1822,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,881045082784,174.43,129.41,12.34,0.35,0.02,16.13,388.68,959515634,11.87,186.30,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2560,2.09,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
872,2025/02/17,22:58:52:726,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.62,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,882050757792,174.21,129.34,12.23,0.34,0.02,16.13,389.03,960521263,11.59,185.80,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2598,2.05,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
873,2025/02/17,22:58:53:734,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.84,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,883058244928,174.66,129.00,12.94,0.34,0.02,16.13,389.37,961528858,11.23,185.88,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2517,2.09,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
874,2025/02/17,22:58:54:741,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.59,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,884066838912,174.02,129.28,12.09,0.34,0.02,16.13,389.72,962537358,10.87,184.89,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2447,1.87,68.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
875,2025/02/17,22:58:55:750,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.50,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,885076654528,174.15,129.72,11.77,0.35,0.02,16.13,390.08,963547214,11.88,186.03,755000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2511,1.88,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
876,2025/02/17,22:58:56:758,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.38,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,886083250624,174.27,128.79,12.79,0.35,0.02,16.13,390.43,964553770,11.65,185.92,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16011,0,0,2588,2.04,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
877,2025/02/17,22:58:57:768,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.62,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,887091055552,174.29,129.00,12.61,0.34,0.02,16.13,390.78,965561593,11.66,185.95,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16011,0,0,2588,2.06,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
878,2025/02/17,22:58:58:769,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.88,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,888092423008,174.08,129.38,12.11,0.35,0.02,16.13,391.13,966562960,11.63,185.71,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16011,0,0,2495,2.11,70.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
879,2025/02/17,22:58:59:774,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.53,72.00,87.00,1800,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,889099665248,174.63,129.11,12.81,0.34,0.02,16.13,391.48,967570219,11.68,186.31,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2626,2.03,65.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
880,2025/02/17,22:59:00:782,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.78,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,890107687936,174.48,129.42,12.41,0.34,0.02,16.13,391.83,968578209,11.94,186.42,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2610,2.17,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
881,2025/02/17,22:59:01:793,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.84,70.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,891119203776,174.62,130.30,11.69,0.34,0.02,16.13,392.18,969589728,11.75,186.37,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2603,2.05,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
882,2025/02/17,22:59:02:801,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.44,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,892127867744,174.02,128.86,12.52,0.34,0.02,16.13,392.53,970598392,12.92,186.93,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2799,2.59,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
883,2025/02/17,22:59:03:804,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.72,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,893130446016,174.43,128.94,12.79,0.34,0.02,16.13,392.88,971601007,11.72,186.14,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2594,2.08,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
884,2025/02/17,22:59:04:815,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.75,72.00,87.00,1822,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,894139539744,174.26,129.49,12.12,0.34,0.02,16.13,393.22,972610066,11.94,186.19,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2652,2.08,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
885,2025/02/17,22:59:05:819,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.72,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,895142806784,174.43,129.10,12.64,0.34,0.02,16.13,393.56,973613331,11.07,185.50,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16011,0,0,2529,2.08,65.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
886,2025/02/17,22:59:06:820,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.56,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,896147609664,174.32,128.95,12.69,0.34,0.02,16.13,393.91,974618170,11.22,185.54,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16011,0,0,2394,1.81,69.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
887,2025/02/17,22:59:07:824,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.84,70.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,897149028192,174.09,129.81,11.70,0.34,0.02,16.13,394.26,975619560,11.67,185.76,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16011,0,0,2572,1.90,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
888,2025/02/17,22:59:08:828,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.59,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,898152265024,174.39,129.51,12.21,0.34,0.02,16.13,394.60,976622787,12.13,186.53,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129000,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2633,2.20,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
889,2025/02/17,22:59:09:829,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.47,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,899152530912,173.82,128.27,12.94,0.34,0.02,16.13,394.95,977623078,12.00,185.82,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2643,2.14,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
